Serial,DeploymentId,Name,DBA,InvHub-Invoices,InvHub-Statements,EP-Unknown,EP-Unknown-PAID,EP-SO,EP-SO-PAID,EP-PartsDeposit,EP-PartsDeposit-PAID,EP-SalesDeposit,EP-SalesDeposit-PAID,EP-Invoice,EP-Invoice-PAID,EP-SODeposit,EP-SODeposit-PAID,EP-ApptDeposit,EP-ApptDeposit-PAID,EP-ARExpressPay,EP-ARExpressPay-PAID,EP-ARStatement,EP-ARStatement-PAID,Usage-AddWork,Usage-AddWorkTech,Usage-ArchiveCount,Usage-AttachmentCount,Usage-AutoBilling,Usage-BarcodeLabel,Usage-BinLabel,Usage-CustomerCare,Usage-DataTablesTotalSize,Usage-DealActivity,Usage-DueBill,Usage-eSignature,Usage-InspectionReportLayout,Usage-MakeReady,Usage-MaxUsers,Usage-OnlineApproval,Usage-PartRequest,Usage-PickTicketLabel,Usage-PurchaseOrder,Usage-ServiceEstimates,Usage-ServiceInspections,Usage-ServiceOrders,Usage-ServiceOrders-Closed,Usage-ServiceOrders-CustPay,Usage-ServieOrders-WithMedia,Usage-SOPLabel,Usage-TiresInStorage,Usage-TireStorageLabel,Usage-VSL,Usage-WPEvent
7385,BC7DB45F-B03D-4A04-ADB8-4580B322AE45,STAMPEDE LEASING LTD. ,STAMPEDE TOYOTA,899,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2363,0,24360,3684,501,1,0,4,0,314,516,,,0,72,0,194,1,410,2,,2135,1965,1577,0,1,0,0,0,14091
7386,a4981a4c-47aa-47e6-bc47-a530900fd3a6,CHARLESGLEN LTD.,CHARLESGLEN TOYOTA,1878,77,0,0,1165,110,54,34,142,104,0,0,1,1,0,0,3,0,4,0,2907,0,30438,9142,0,2,0,2,0,518,605,,,0,103,0,226,1,351,5,,3027,2753,2043,86,2,1009,1,0,24895
7387,32485a79-fd03-4722-b32b-26310897bcb2,TARRABAIN MOTOR PRODUCTS LTD,,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,895,165,0,1,0,0,8,0,0,,0,28,11,0,0,1,0,22,0,110,89,78,0,1,0,0,0,630
7388,0E010E13-5429-40A4-90F7-E8168B71F073,DRIVERZ AUTO SALES LTD.,,6,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,67,141,0,0,0,0,0,0,0,,0,0,8,0,0,0,98,0,0,0,0,0,0,0,0,0,0,447
7389,7A7E7844-B4E4-4F16-AFC0-76C90A105A11,CAVALCADE AUTO ACCEPTANCE,,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,1753,0,0,0,0,0,0,,0,0,14,0,0,0,105,0,0,0,0,0,0,0,0,0,0,5324
7390,0433D81A-414B-4BC4-B039-5362132D47DD,WOODRIDGE AUTO BODY LTD.,ALL MAKES COLLISION CENTRE,251,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1711,138,0,1,0,0,0,0,0,,0,0,6,0,1,0,241,0,0,253,248,253,0,1,0,0,0,17
7391,ee2ed8ab-0dd0-455e-b009-cc8ea5643098,WOODRIDGE FORD LINCOLN LTD.,,2010,179,0,0,108,75,17,13,97,63,9,4,24,14,0,0,23,17,0,0,2399,541,24203,5454,872,2,0,1,0,0,0,,0,122,85,0,2267,1,967,367,0,1988,1836,1126,44,2,0,0,1,19139
7392,b7b35bfa-6e9e-46c6-b6a7-6b46689976a9,BIG 4 MOTORS LTD.,,826,78,0,0,65,27,0,0,16,6,8,3,0,0,0,0,7,6,0,0,2500,2040,17384,1192,0,2,2,1,0,0,0,,0,0,55,0,3627,1,633,41,0,1399,1181,821,1,2,0,0,0,22034
7393,d91cdd15-2931-4219-af3c-4cd641a61a2d,ADVANTAGE FORD SALES LTD.,,1422,73,0,0,529,196,50,30,167,109,13,7,20,15,18,16,19,17,0,0,1827,187,30335,3377,10,2,2,2,0,7,0,,0,209,97,0,4950,1,917,795,0,2145,1916,1269,80,7,1,0,1,26139
7394,337ca72d-a60f-4dc3-bf6c-3f8d75dd074a,OKOTOKS FORD LINCOLN,,565,51,0,0,59,37,7,2,37,27,0,0,0,0,1,1,4,3,0,0,1124,43,13382,1944,0,1,1,0,0,0,0,,0,59,57,0,2378,1,572,564,0,1232,1085,783,26,1,0,0,1,7194
7395,542C5C46-11C6-4CA7-83CB-22C2FCE8A6DD,VILLAGE MOTORS LTD. ,VILLAGE HONDA,1360,82,0,0,365,78,11,7,5,2,0,0,0,0,0,0,0,0,0,0,4063,3140,30211,1314,0,3,1,2,0,0,0,,0,0,72,0,5105,1,498,8,0,2615,2394,1675,11,3,712,3,1,2538
7396,B2D0F703-E956-4C2C-8E45-334670439738,367077 ALBERTA LTD ,NORTHSIDE MOTORSPORTS,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,84,2387,86,0,1,0,0,0,0,0,,0,0,11,0,202,1,0,8,0,158,110,92,0,1,0,0,0,198
7397,C2E87A5C-8ACA-445B-9057-83DD146B5BA1,OLYMPIC MOTORS (AB) VIII CORPORATION,STRATHMORE CHRYSLER DODGE JEEP RAM,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,619,6582,400,0,1,0,2,4800,0,82,,,84,25,0,1279,1,157,27,,375,340,184,0,1,0,0,1,4053
7399,7cb96c19-2125-494c-8dc8-8ccc72741035,367077 ALBERTA LTD,CENTRAL AUTO EDSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,,,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
7402,CB231385-6D8B-4122-B0A8-A8C90C47696E,PRESTON AUTO LEASE LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13085,1090,159,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389
7403,62D6F64B-0F0C-4FBA-8E9C-74985B0B8220,NORTH ISLAND AUTOMOTIVE LTD.,COMOX VALLEY TOYOTA,280,12,0,0,136,31,0,0,51,23,0,0,0,0,0,0,0,0,0,0,1407,1144,7563,1780,0,1,1,0,0,0,0,,,0,28,170,1718,1,43,65,,768,719,547,290,1,398,2,0,22916
7404,C0B199D2-6416-4468-921A-0F7072EB3123,LIBERTY LEASING INC.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7405,A5146A94-41C1-4F0A-B86A-B688BD66D58D,KELOWNA MOTORS INVESTMENTS LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7406,AB349B89-B157-4AD4-9EC7-D870044B10E4,101287828 SASKATCHEWAN LTD,CAROOGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,2,0,0,0,0,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7407,E6B2BD3F-5879-4382-A68C-0B4CDF5E3BF4,DUNCAN CHRYSLER DODGE JEEP RAM LTD,,286,33,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,843,51,57225,6806,0,1,0,3,25728,0,281,,,0,32,3,265,1,35,322,,520,429,200,36,1,86,0,0,1723
7408,87B9A683-AA90-4D01-B648-D886F912C979,MOOSE MOUNTAIN VENTURES LTD.,RUNNERS RV,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1878,4,0,1,0,1,0,0,0,,0,0,12,0,3,1,19,21,0,163,103,102,0,0,0,0,0,3
7409,B64C3ACC-1EDF-4979-B340-B2F5F3849F41,MILANI & NORMAN AUTO SALES & LEASING INC.,NORMAN MOTOR GROUP,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,115,349,392,0,1,0,1,0,0,0,,,0,16,0,76,0,51,11,,74,47,4,0,0,0,0,0,876
7410,78FAD599-A3A6-4F8E-AB38-42E48633DACF,KEMLEE EQUIPMENT LTD,,49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2377,297,0,1,1,0,8,0,0,,0,0,12,0,0,1,0,4,0,58,37,23,0,0,0,0,0,258
7413,E13A1E59-6850-4557-AC3A-28920B205648,1175104 BC LTD DBA CRANBROOK MITSUBISHI,CRANBROOK MITSUBISHI,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,49,6632,332,0,0,0,0,8,0,0,,,0,10,0,32,1,0,26,,158,128,95,4,0,0,0,0,56
7414,BC5C7736-F117-45CC-BC33-CE985A9BE274,OCEANVIEW AUTOMOTIVE LTD,SUNSHINE COAST CHEVROLET BUICK GMC,115,14,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,697,589,4184,305,0,1,0,0,0,0,21,,,0,29,0,118,0,31,251,,414,352,302,0,1,26,2,0,1924
7415,F04A584B-E00A-450E-899E-9A995EB5AD89,PARK AVENUE ENTERPRISES LTD.,THE HONDA WAY,767,54,0,0,279,32,1,1,26,14,0,0,0,0,0,0,3,0,0,0,2297,1860,10640,30897,0,3,1,1,0,0,760,,,109,46,56,2112,8,85,10,,1169,1091,755,125,10,274,1,1,16244
7417,987D0EDA-B0E9-47D3-B54C-4240571379C7,SAMURAI AUTOMOTIVE LTD.,WHITE ROCK CHRYSLER DODGE JEEP RAM,94,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,1,5640,178,2,1,0,0,0,0,0,,0,0,27,0,0,1,159,300,0,569,544,246,1,1,0,0,0,1616
7418,E845EB88-C032-43DB-9F8E-E3406BBA412F,0889541 BC LTD.,SPRING HONDA,133,25,0,0,3,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,547,354,4741,390,0,1,0,0,8,0,18,,0,72,20,1,550,2,34,65,0,678,581,521,29,1,777,3,0,2950
7420,1DE978A4-3194-4193-91FB-4C4CE2719CCE,NELSON FORD SALES (2003) INC.,,171,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,192,3644,134,0,1,3,0,0,0,20,,,8,20,0,0,1,0,0,,431,394,308,0,3,102,1,0,946
7421,985BD978-6CBD-442A-A818-134F0424B688,GALAXY MOTORS (1990) LTD.,GALAXY RV WESTSHORE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,8626,1488,0,1,1,0,0,0,0,,1,0,0,0,0,1,1416,46,0,146,92,53,0,0,0,0,0,20
7422,985BD978-6CBD-442A-A818-134F0424B688,GALAXY MOTORS (1990) LTD,GALAXY RV PARKSVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,8626,1488,0,1,0,0,0,0,0,,1,0,0,0,0,0,1416,11,0,156,91,52,0,0,0,0,0,13
7423,3DC9DB84-01A6-4083-A5B2-886C5D280596,JACK CARTER NORTH STAR CHEVROLET BUICK GMC LTD.,,98,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,86,7710,919,0,0,0,0,0,0,0,,0,0,10,0,360,1,19,62,0,205,152,119,13,1,0,0,0,774
7425,0F78ED06-DA84-4E2F-8CF7-281D2542DB0E,CAM CLARK FORD LINCOLN LTD,,722,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,394,10392,802,0,2,0,0,0,0,121,,,0,52,0,30,2,520,9,,1025,898,567,0,2,0,0,1,1806
7426,3A3015E5-9AC4-48F6-88A6-E74484325487,CAM CLARK FORD RICHMOND LTD,,400,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,459,7671,7058,0,1,0,0,0,0,187,,,2,50,0,1665,1,379,131,,943,832,457,209,2,0,0,1,3572
7427,D4968301-CFA5-4129-A8F9-C8D8F0AC9ACF,1204334 BC LTD.,CRANBROOK HYUNDAI,112,17,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,477,260,3584,217,0,1,0,0,8,0,58,,,113,16,0,20,1,0,189,,416,398,239,0,1,126,1,0,3369
7430,DE782469-44DD-4BD0-8082-CA1AFA28398B,1201834 BC LTD,DRIVEHIVE SUPERSTORE WHITEROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
7434,26E219E8-104D-475C-9B65-83E9047E3665,1026118 BC LTD.,PORSCHE CENTRE KELOWNA,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,
7435,26E219E8-104D-475C-9B65-83E9047E3665,KELOWNA AUTOSPORT LTD.,JAGUAR LAND ROVER KELOWNA,100,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,514,20526,745,0,1,1,3,0,0,28,,,12,18,0,1609,0,1,84,,183,140,133,0,1,113,3,0,2457
7436,26E219E8-104D-475C-9B65-83E9047E3665,1191259 B.C. LTD.,VOLVO CARS KELOWNA,38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,277,20526,745,0,1,0,3,0,0,12,,,10,12,0,680,1,0,38,,181,153,129,2,1,103,1,0,365
7437,ED3E83FD-6B1C-4069-A160-A1D89D011FDB,ORCHARD FORD SALES LTD.,,715,144,0,0,6,4,28,21,0,0,4,3,0,0,0,0,0,0,0,0,1260,824,8268,747,0,1,0,0,0,0,157,,,48,46,0,3183,1,0,155,,907,819,510,0,3,3,0,0,3218
7438,CAA0DF12-0740-47C8-8415-A485843E2D7C,BROTHERS AUTOBODY REFINISHERS LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9159,777,0,0,0,0,8,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,584
7440,a01d325b-bec0-431d-8b38-460a7f830f8d,TRANSCAN LEASING CORP,,27,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,469,0,0,0,8,0,0,,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162
7441,0dd80908-fae6-43c8-9fe4-6c0ad6e66e02,1202995 B.C. LTD.,VICTORIA HYUNDAI,232,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,563,8970,4131,0,2,0,1,0,0,0,,0,198,30,0,1047,2,0,5,0,830,733,432,513,1,0,0,1,2748
7442,66e6e6ba-816f-4595-8e7a-2ed97eb2d16c,561075 B.C. LTD,KIA VICTORIA,265,44,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,1583,9807,291,0,1,0,1,0,0,209,,,146,30,0,1505,1,7,41,,1008,863,596,0,2,0,0,1,9267
7443,529AA600-262B-4CA0-9111-FF75BEEF3B3C,1224452 B.C. LTD,CAMPUS NISSAN VICTORIA,53,0,0,0,45,17,1,1,15,9,0,0,0,0,0,0,0,0,0,0,697,107,35391,1059,0,1,1,0,8,0,177,,,0,36,0,2319,2,0,36,,1326,1255,877,0,1,0,0,0,5779
7444,529AA600-262B-4CA0-9111-FF75BEEF3B3C,1224463 B.C. LTD ,CAMPUS ACURA VICTORIA,379,80,0,0,2,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,759,305,35391,1059,0,19,0,0,8,0,44,,,0,15,0,43,1,258,66,,811,751,381,1,1,0,0,0,586
7445,529AA600-262B-4CA0-9111-FF75BEEF3B3C,1240313 B.C. LTD,CAMPUS INFINITI VICTORIA,372,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35391,1059,0,0,0,0,8,0,12,,,0,12,0,0,0,194,0,,0,0,0,0,0,0,0,0,318
7446,529AA600-262B-4CA0-9111-FF75BEEF3B3C,1224463 B.C. LTD,CAMPUS HONDA VICTORIA,123,0,0,0,111,34,3,3,17,15,0,0,0,0,0,0,0,0,0,0,2113,1778,35391,1059,0,2,0,0,8,0,398,,,3,38,0,2171,1,0,24,,1343,1298,917,0,1,0,0,0,6199
7447,174888c8-ddb7-4150-8301-eea92c112569,GARDNER CHEVROLET BUICK GMC LTD.,,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,267,2343,204,59,1,0,0,0,0,0,,0,0,18,0,188,1,129,0,0,334,282,212,1,0,0,0,1,277
7448,80df078a-4b54-4a67-a86d-9383d108ec8e,GREG GARDNER MOTORS LTD.,,128,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,340,4725,468,215,1,0,0,0,0,9,,,92,29,0,405,1,99,1,,469,380,193,4,1,0,0,1,10239
7449,CB231385-6D8B-4122-B0A8-A8C90C47696E,1162045 B.C. LTD,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13085,1090,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389
7450,CB231385-6D8B-4122-B0A8-A8C90C47696E,1234744 B.C. LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13085,1090,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389
7451,dcd345ee-0bbd-41c5-9374-fc16cbe8a2e5,CLASSIC IMAGE AUTO BODY,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,2,0,0,0,0,0,0,0,,0,0,4,0,0,0,85,0,0,60,44,44,0,0,0,0,0,0
7452,F80CCECD-6157-48F1-94FA-388C9B00D338,ISL NIS AUTO SALES LTD,COURTENAY NISSAN,63,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,731,4779,2025,0,1,1,0,372464,0,0,,,15,27,0,1381,1,0,133,,557,537,327,0,3,0,0,1,8722
7453,8C5B841E-BD64-4EFB-84FE-438D060F3C13,660476 BC LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7454,684af0ed-85a9-4930-a1d2-138b29e8a2a2,KING OF CARS B.C. LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,1,1,0,8,0,0,,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
7455,FC22D262-E161-4B36-9162-3E1707AA8AD1,WHITE OWL MOTORS,GENESIS LANGLEY,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,8459,4494,0,1,0,0,8,0,0,,0,0,19,0,0,1,343,0,0,260,192,69,0,1,0,0,0,6
7456,6b564327-7787-4e69-b955-ba10f4a8932a,CARIBOO CHEVROLET BUICK GMC LTD.,,290,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,134,6896,570,0,1,0,0,8,0,4,,0,51,24,0,901,1,4,74,0,443,369,298,0,1,62,1,1,1888
7457,376c7332-85ba-49e4-9de8-fb3ab118b97b,FRASER RIVER CHEVROLET BUICK GMC LTD.,,167,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,3021,174,0,1,0,0,0,0,5,,,0,16,0,0,1,152,0,,300,292,179,0,1,0,1,1,519
7458,44fc5fe2-b798-4f66-9bf9-7f811e9b2c75,CARIBOO FORD LTD.,,254,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,326,5239,250,0,1,0,0,0,9,12,,,21,19,0,1621,1,4,56,,359,305,192,0,1,69,1,0,1511
7459,c6e57cbf-0ded-4263-931b-770bb490fb09,P.C. MOTORS INC. ,PEACE COUNTRY TOYOTA,111,26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,532,465,6453,145,0,1,1,0,8,0,22,,0,57,20,0,1268,1,25,80,0,374,350,226,3,1,43,1,1,1833
7460,0be1c1aa-c3ea-4fcf-86bb-e9e0e0282df1,WESTLINE FORD LTD.,,279,22,0,0,0,0,3,3,4,1,0,0,8,6,1,1,0,0,0,0,255,100,4297,295,0,1,0,1,0,0,21,,,2,16,0,481,1,120,114,,354,303,245,7,1,63,1,1,743
7462,EBC76D57-1711-4466-A3B5-8BBDEAC98EFE,ONE WEST AUTO LTD.,VANCOUVER MITSUBISHI,117,3,0,0,0,0,6,2,128,85,1,1,1,1,0,0,0,0,0,0,320,133,2537,1046,0,0,0,80,0,17,95,,,0,19,10,581,1,0,14,,314,260,130,103,1,77,7,0,5727
7463,8B6C598F-B8FE-4FA2-AF58-3D12F90D1003,ASKARIAN HOLDINGS LTD.,LEGACY USED CARS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,15,,,0,10,0,0,0,0,0,,0,0,0,0,0,0,0,0,4
7465,287ae247-52ed-48a0-8091-ea2b56a80370,THINK FLEET MANAGEMENT INC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
7466,A6D58820-66EC-448A-A40C-873A7A60E677,KAMLOOPS CHRYSLER DODGE JEEP RAM INC,,501,79,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,401,5491,421,0,1,1,0,8,0,0,,0,25,30,0,683,1,0,8,0,446,385,264,0,1,0,0,0,2450
7467,EBC76D57-1711-4466-A3B5-8BBDEAC98EFE,AXIS AUTO BROKERS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537,1046,0,0,0,80,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,32,0,0,112
7468,8368eb1f-7e12-4488-9ecf-e9b5b84a195d,OLYMPIC MOTORS (AB) VII CORPORATION,ACURA OF RED DEER,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,166,1756,110,0,1,0,0,0,18,60,,,0,15,0,205,1,14,43,,197,174,141,0,2,2,0,0,9111
7469,d9df5c9f-35fa-4226-b232-47384a7517d1,KWP CARRIAGE INC.,PENTICTON TOYOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,8,0,0,,0,0,2,0,0,1,0,0,0,0,0,0,0,1,25,11,1,2
7470,B8E92484-AB1B-46FD-9781-D16F10FF6149,SIB AUTO INC ,SUBARU OF PENTICTON,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,118,12000,405,0,0,0,0,8,0,0,,0,0,6,0,65,0,68,12,0,224,206,154,0,0,0,0,0,654
7471,B8E92484-AB1B-46FD-9781-D16F10FF6149,SIB AUTO INC ,KELOWNA SUBARU,198,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,605,12000,405,0,1,1,0,8,0,0,,0,0,20,0,954,1,158,26,0,714,684,506,0,0,0,0,0,1598
7473,0E395AEF-F92A-4685-AA03-F06548F05290,GUSTAFSON'S CENTRAL CHEVROLET GMC BUICK LTD,,97,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,2323,81,0,0,0,0,0,0,0,,0,0,17,0,1,1,0,70,0,305,279,229,0,0,0,0,0,565
7474,4d19f3d7-9071-45d0-a6ea-8b2720d49192,1468211 B.C. LTD,STRAIGHTLINE HONDA,62,21,0,0,4,3,1,1,35,18,2,2,0,0,0,0,0,0,0,0,83,9,4028,788,0,0,1,0,0,0,15,,0,8,14,0,3,1,0,304,0,341,310,254,0,0,0,0,0,482
7475,98144bb8-64a4-407f-ad54-a311c3cb18ab,GILMAY ENTERPRISES LTD. ,GILMAY RV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,943,24,0,1,1,0,0,0,0,1,0,0,9,0,0,1,0,31,,67,46,67,,1,1,0,0,10
7476,d9df5c9f-35fa-4226-b232-47384a7517d1,PENTICTON AUTO LEASING,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7477,904C402E-FC64-47A3-A802-ADC1B5A6B223,LAKESIDE FORD LTD.,,343,47,0,0,0,0,0,0,3,3,8,5,24,12,0,0,0,0,0,0,442,389,4105,295,0,1,2,0,0,0,222,,,0,27,0,849,1,0,143,,410,318,264,0,1,0,0,1,1078
7482,E13A1E59-6850-4557-AC3A-28920B205648,1272986 BC Ltd,SUN VALLEY NISSAN,50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,403,6632,332,0,1,0,0,8,0,30,,,0,10,0,434,1,0,63,,254,225,182,0,2,0,0,0,631
7483,E13A1E59-6850-4557-AC3A-28920B205648,SUMMIT V AUTO LTD.,ARROW VOLKSWAGEN,60,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,145,6632,332,0,2,3,0,8,0,14,,,0,9,0,8,1,0,54,,205,171,106,9,2,0,1,0,122
7484,72F6CD86-0F3A-46E7-BEB0-1B718560145F,BUY DIRECT TRUCK CENTRE,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1012,10,0,0,0,0,0,0,0,,0,0,6,0,0,0,0,0,0,138,138,104,0,0,0,0,0,1
7485,a4c23afa-b24c-48e4-870c-671d1274e966,PARAMOUNT TRADING LTD.,MILANI AUTO SALES ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7486,985BD978-6CBD-442A-A818-134F0424B688,GALAXY MOTORS (1990) LTD.,GALAXY MOTORS COLWOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,107,8626,1488,0,0,0,0,0,0,0,,1,0,0,0,0,1,1416,69,0,157,113,58,1,0,0,0,0,96
7487,03d65603-a9ad-4dd6-a628-0fef2760d75c,Victoria Ford Alliance Ltd.,Jaguar Victoria / Land Rover Victoria,16,0,0,0,1,0,4,2,15,11,0,0,3,2,0,0,0,0,0,0,358,230,66505,21619,0,2,0,1,0,0,0,,0,22,23,0,1304,1,208,31,0,271,209,185,1,1,1,0,0,2656
7488,03d65603-a9ad-4dd6-a628-0fef2760d75c,Victoria Ford Alliance Ltd.,Suburban Motors,1252,166,0,0,45,15,8,7,86,57,0,0,2,1,5,4,0,0,0,0,1183,804,66505,21619,0,4,0,1,0,0,1,,0,48,70,0,5347,1,659,54,0,1835,1618,885,44,4,79,3,0,17045
7489,03d65603-a9ad-4dd6-a628-0fef2760d75c,Victoria Ford Alliance Ltd.,Victoria Mitsubishi,48,0,0,0,20,14,6,6,42,25,0,0,0,0,0,0,0,0,0,0,712,563,66505,21619,0,1,0,1,0,0,6,,0,21,14,0,791,1,196,67,0,400,340,285,52,1,10,2,0,4891
7490,03d65603-a9ad-4dd6-a628-0fef2760d75c,VICTORIA FORD ALLIANCE LTD.,GLENOAK FORD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66505,21619,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1629
